corpus,group,relative,concordant,pairs,n_events,auc_trap_high,signal,variant,control_kind
A,w02_s003,-5,36.0,60,10,0.6,weighted_recurrence,raw,all_no_trap
A,w03_s001,-5,2.0,3,1,0.6666666666666666,weighted_recurrence,raw,all_no_trap
A,w03_s003,-5,2.0,2,1,1.0,weighted_recurrence,raw,all_no_trap
A,w03_s004,-5,3.0,8,2,0.375,weighted_recurrence,raw,all_no_trap
A,w03_s005,-5,14.0,15,2,0.9333333333333333,weighted_recurrence,raw,all_no_trap
A,w00_s000,-4,50.0,57,6,0.8771929824561403,weighted_recurrence,raw,all_no_trap
A,w00_s001,-4,15.0,39,13,0.38461538461538464,weighted_recurrence,raw,all_no_trap
A,w00_s002,-4,38.0,64,8,0.59375,weighted_recurrence,raw,all_no_trap
A,w00_s003,-4,25.0,39,13,0.6410256410256411,weighted_recurrence,raw,all_no_trap
A,w00_s004,-4,50.0,64,8,0.78125,weighted_recurrence,raw,all_no_trap
A,w00_s005,-4,38.0,58,8,0.6551724137931034,weighted_recurrence,raw,all_no_trap
A,w01_s000,-4,5.0,15,15,0.3333333333333333,weighted_recurrence,raw,all_no_trap
A,w02_s000,-4,5.0,15,15,0.3333333333333333,weighted_recurrence,raw,all_no_trap
A,w02_s001,-4,23.0,28,14,0.8214285714285714,weighted_recurrence,raw,all_no_trap
A,w02_s002,-4,27.0,39,13,0.6923076923076923,weighted_recurrence,raw,all_no_trap
A,w02_s003,-4,40.0,60,10,0.6666666666666666,weighted_recurrence,raw,all_no_trap
A,w03_s001,-4,1.0,1,1,1.0,weighted_recurrence,raw,all_no_trap
A,w03_s004,-4,1.0,4,2,0.25,weighted_recurrence,raw,all_no_trap
A,w03_s005,-4,13.0,15,2,0.8666666666666667,weighted_recurrence,raw,all_no_trap
A,w00_s000,-3,30.0,56,6,0.5357142857142857,weighted_recurrence,raw,all_no_trap
A,w00_s001,-3,1.0,39,13,0.02564102564102564,weighted_recurrence,raw,all_no_trap
A,w00_s002,-3,21.0,64,8,0.328125,weighted_recurrence,raw,all_no_trap
A,w00_s003,-3,22.0,39,13,0.5641025641025641,weighted_recurrence,raw,all_no_trap
A,w00_s004,-3,34.0,64,8,0.53125,weighted_recurrence,raw,all_no_trap
A,w00_s005,-3,35.0,57,8,0.6140350877192983,weighted_recurrence,raw,all_no_trap
A,w01_s000,-3,7.0,15,15,0.4666666666666667,weighted_recurrence,raw,all_no_trap
A,w02_s000,-3,6.0,15,15,0.4,weighted_recurrence,raw,all_no_trap
A,w02_s001,-3,21.0,28,14,0.75,weighted_recurrence,raw,all_no_trap
A,w02_s002,-3,33.0,39,13,0.8461538461538461,weighted_recurrence,raw,all_no_trap
A,w02_s003,-3,20.0,59,10,0.3389830508474576,weighted_recurrence,raw,all_no_trap
A,w03_s001,-3,1.0,1,1,1.0,weighted_recurrence,raw,all_no_trap
A,w03_s004,-3,1.0,4,2,0.25,weighted_recurrence,raw,all_no_trap
A,w03_s005,-3,13.0,14,1,0.9285714285714286,weighted_recurrence,raw,all_no_trap
A,w00_s000,-2,18.0,56,6,0.32142857142857145,weighted_recurrence,raw,all_no_trap
A,w00_s001,-2,0.0,39,13,0.0,weighted_recurrence,raw,all_no_trap
A,w00_s002,-2,14.0,64,8,0.21875,weighted_recurrence,raw,all_no_trap
A,w00_s003,-2,15.0,39,13,0.38461538461538464,weighted_recurrence,raw,all_no_trap
A,w00_s004,-2,17.0,63,8,0.2698412698412698,weighted_recurrence,raw,all_no_trap
A,w00_s005,-2,26.0,53,8,0.49056603773584906,weighted_recurrence,raw,all_no_trap
A,w01_s000,-2,6.0,15,15,0.4,weighted_recurrence,raw,all_no_trap
A,w02_s000,-2,7.0,15,15,0.4666666666666667,weighted_recurrence,raw,all_no_trap
A,w02_s001,-2,20.0,28,14,0.7142857142857143,weighted_recurrence,raw,all_no_trap
A,w02_s002,-2,30.0,39,13,0.7692307692307693,weighted_recurrence,raw,all_no_trap
A,w02_s003,-2,4.0,59,10,0.06779661016949153,weighted_recurrence,raw,all_no_trap
A,w03_s001,-2,1.0,1,1,1.0,weighted_recurrence,raw,all_no_trap
A,w03_s004,-2,0.0,3,2,0.0,weighted_recurrence,raw,all_no_trap
A,w03_s005,-2,13.0,14,1,0.9285714285714286,weighted_recurrence,raw,all_no_trap
A,w00_s000,-1,4.0,54,6,0.07407407407407407,weighted_recurrence,raw,all_no_trap
A,w00_s001,-1,0.0,39,13,0.0,weighted_recurrence,raw,all_no_trap
A,w00_s002,-1,6.0,64,8,0.09375,weighted_recurrence,raw,all_no_trap
A,w00_s003,-1,11.0,38,13,0.2894736842105263,weighted_recurrence,raw,all_no_trap
A,w00_s004,-1,7.0,63,8,0.1111111111111111,weighted_recurrence,raw,all_no_trap
A,w00_s005,-1,17.0,53,8,0.32075471698113206,weighted_recurrence,raw,all_no_trap
A,w01_s000,-1,3.0,15,15,0.2,weighted_recurrence,raw,all_no_trap
A,w02_s000,-1,6.0,15,15,0.4,weighted_recurrence,raw,all_no_trap
A,w02_s001,-1,14.0,27,14,0.5185185185185185,weighted_recurrence,raw,all_no_trap
A,w02_s002,-1,18.0,39,13,0.46153846153846156,weighted_recurrence,raw,all_no_trap
A,w02_s003,-1,1.0,59,10,0.01694915254237288,weighted_recurrence,raw,all_no_trap
A,w03_s004,-1,1.0,3,2,0.3333333333333333,weighted_recurrence,raw,all_no_trap
A,w03_s005,-1,13.0,14,1,0.9285714285714286,weighted_recurrence,raw,all_no_trap
A,w00_s000,0,4.0,54,6,0.07407407407407407,weighted_recurrence,raw,all_no_trap
A,w00_s001,0,0.0,39,13,0.0,weighted_recurrence,raw,all_no_trap
A,w00_s002,0,4.0,64,8,0.0625,weighted_recurrence,raw,all_no_trap
A,w00_s003,0,11.0,38,13,0.2894736842105263,weighted_recurrence,raw,all_no_trap
A,w00_s004,0,7.0,63,8,0.1111111111111111,weighted_recurrence,raw,all_no_trap
A,w00_s005,0,17.0,53,8,0.32075471698113206,weighted_recurrence,raw,all_no_trap
A,w01_s000,0,3.0,15,15,0.2,weighted_recurrence,raw,all_no_trap
A,w02_s000,0,10.0,15,15,0.6666666666666666,weighted_recurrence,raw,all_no_trap
A,w02_s001,0,13.0,26,14,0.5,weighted_recurrence,raw,all_no_trap
A,w02_s002,0,17.0,39,13,0.4358974358974359,weighted_recurrence,raw,all_no_trap
A,w02_s003,0,1.0,59,10,0.01694915254237288,weighted_recurrence,raw,all_no_trap
A,w03_s004,0,2.0,2,2,1.0,weighted_recurrence,raw,all_no_trap
A,w03_s005,0,13.0,14,1,0.9285714285714286,weighted_recurrence,raw,all_no_trap
A,w00_s000,1,21.0,54,6,0.3888888888888889,weighted_recurrence,raw,all_no_trap
A,w00_s001,1,6.0,39,13,0.15384615384615385,weighted_recurrence,raw,all_no_trap
A,w00_s002,1,7.0,64,8,0.109375,weighted_recurrence,raw,all_no_trap
A,w00_s003,1,14.0,38,13,0.3684210526315789,weighted_recurrence,raw,all_no_trap
A,w00_s004,1,30.0,62,8,0.4838709677419355,weighted_recurrence,raw,all_no_trap
A,w00_s005,1,24.0,53,8,0.4528301886792453,weighted_recurrence,raw,all_no_trap
A,w01_s000,1,9.0,15,15,0.6,weighted_recurrence,raw,all_no_trap
A,w02_s000,1,11.0,15,15,0.7333333333333333,weighted_recurrence,raw,all_no_trap
A,w02_s001,1,13.0,26,14,0.5,weighted_recurrence,raw,all_no_trap
A,w02_s002,1,17.0,39,13,0.4358974358974359,weighted_recurrence,raw,all_no_trap
A,w02_s003,1,4.0,59,10,0.06779661016949153,weighted_recurrence,raw,all_no_trap
A,w03_s004,1,2.0,2,2,1.0,weighted_recurrence,raw,all_no_trap
A,w03_s005,1,12.0,14,1,0.8571428571428571,weighted_recurrence,raw,all_no_trap
A,w00_s000,2,27.0,54,6,0.5,weighted_recurrence,raw,all_no_trap
A,w00_s001,2,21.0,39,13,0.5384615384615384,weighted_recurrence,raw,all_no_trap
A,w00_s002,2,35.0,64,8,0.546875,weighted_recurrence,raw,all_no_trap
A,w00_s003,2,25.0,38,13,0.6578947368421053,weighted_recurrence,raw,all_no_trap
A,w00_s004,2,39.0,60,8,0.65,weighted_recurrence,raw,all_no_trap
A,w00_s005,2,30.0,51,8,0.5882352941176471,weighted_recurrence,raw,all_no_trap
A,w01_s000,2,13.0,15,15,0.8666666666666667,weighted_recurrence,raw,all_no_trap
A,w02_s000,2,10.0,15,15,0.6666666666666666,weighted_recurrence,raw,all_no_trap
A,w02_s001,2,13.0,26,14,0.5,weighted_recurrence,raw,all_no_trap
A,w02_s002,2,17.0,39,13,0.4358974358974359,weighted_recurrence,raw,all_no_trap
A,w02_s003,2,22.0,59,10,0.3728813559322034,weighted_recurrence,raw,all_no_trap
A,w03_s004,2,2.0,2,2,1.0,weighted_recurrence,raw,all_no_trap
A,w03_s005,2,5.0,9,1,0.5555555555555556,weighted_recurrence,raw,all_no_trap
A,w00_s000,3,40.0,54,6,0.7407407407407407,weighted_recurrence,raw,all_no_trap
A,w00_s001,3,28.0,39,13,0.717948717948718,weighted_recurrence,raw,all_no_trap
A,w00_s002,3,53.0,64,8,0.828125,weighted_recurrence,raw,all_no_trap
A,w00_s003,3,30.0,37,13,0.8108108108108109,weighted_recurrence,raw,all_no_trap
A,w00_s004,3,52.0,60,8,0.8666666666666667,weighted_recurrence,raw,all_no_trap
A,w00_s005,3,40.0,50,8,0.8,weighted_recurrence,raw,all_no_trap
A,w01_s000,3,14.0,15,15,0.9333333333333333,weighted_recurrence,raw,all_no_trap
A,w02_s000,3,11.0,15,15,0.7333333333333333,weighted_recurrence,raw,all_no_trap
A,w02_s001,3,12.0,25,13,0.48,weighted_recurrence,raw,all_no_trap
A,w02_s002,3,21.0,38,13,0.5526315789473685,weighted_recurrence,raw,all_no_trap
A,w02_s003,3,22.0,58,10,0.3793103448275862,weighted_recurrence,raw,all_no_trap
A,w03_s004,3,1.0,2,2,0.5,weighted_recurrence,raw,all_no_trap
A,w03_s005,3,0.0,5,1,0.0,weighted_recurrence,raw,all_no_trap
A,w00_s000,4,46.0,54,6,0.8518518518518519,weighted_recurrence,raw,all_no_trap
A,w00_s001,4,28.0,39,13,0.717948717948718,weighted_recurrence,raw,all_no_trap
A,w00_s002,4,54.0,64,8,0.84375,weighted_recurrence,raw,all_no_trap
A,w00_s003,4,35.0,37,13,0.9459459459459459,weighted_recurrence,raw,all_no_trap
A,w00_s004,4,54.0,60,8,0.9,weighted_recurrence,raw,all_no_trap
A,w00_s005,4,39.0,45,7,0.8666666666666667,weighted_recurrence,raw,all_no_trap
A,w01_s000,4,13.0,15,15,0.8666666666666667,weighted_recurrence,raw,all_no_trap
A,w02_s000,4,13.0,15,15,0.8666666666666667,weighted_recurrence,raw,all_no_trap
A,w02_s001,4,18.0,24,12,0.75,weighted_recurrence,raw,all_no_trap
A,w02_s002,4,27.0,38,13,0.7105263157894737,weighted_recurrence,raw,all_no_trap
A,w02_s003,4,24.0,54,9,0.4444444444444444,weighted_recurrence,raw,all_no_trap
A,w03_s004,4,0.0,2,2,0.0,weighted_recurrence,raw,all_no_trap
A,w03_s005,4,0.0,1,1,0.0,weighted_recurrence,raw,all_no_trap
A,w00_s000,-8,27.0,60,6,0.45,lag_periodicity,raw,all_no_trap
A,w00_s001,-8,21.0,39,13,0.5384615384615384,lag_periodicity,raw,all_no_trap
A,w00_s002,-8,32.0,64,8,0.5,lag_periodicity,raw,all_no_trap
A,w00_s003,-8,13.0,39,13,0.3333333333333333,lag_periodicity,raw,all_no_trap
A,w00_s004,-8,24.0,64,8,0.375,lag_periodicity,raw,all_no_trap
A,w00_s005,-8,23.0,63,8,0.36507936507936506,lag_periodicity,raw,all_no_trap
A,w01_s000,-8,14.0,15,15,0.9333333333333333,lag_periodicity,raw,all_no_trap
A,w02_s000,-8,9.0,15,15,0.6,lag_periodicity,raw,all_no_trap
A,w02_s001,-8,15.0,28,14,0.5357142857142857,lag_periodicity,raw,all_no_trap
A,w02_s002,-8,19.0,36,12,0.5277777777777778,lag_periodicity,raw,all_no_trap
A,w02_s003,-8,25.0,60,10,0.4166666666666667,lag_periodicity,raw,all_no_trap
A,w03_s001,-8,9.0,15,1,0.6,lag_periodicity,raw,all_no_trap
A,w03_s002,-8,0.0,1,1,0.0,lag_periodicity,raw,all_no_trap
A,w03_s003,-8,9.0,15,1,0.6,lag_periodicity,raw,all_no_trap
A,w03_s004,-8,20.0,25,2,0.8,lag_periodicity,raw,all_no_trap
A,w03_s005,-8,12.0,23,2,0.5217391304347826,lag_periodicity,raw,all_no_trap
A,w00_s000,-7,29.0,60,6,0.48333333333333334,lag_periodicity,raw,all_no_trap
A,w00_s001,-7,16.0,39,13,0.41025641025641024,lag_periodicity,raw,all_no_trap
A,w00_s002,-7,21.0,64,8,0.328125,lag_periodicity,raw,all_no_trap
A,w00_s003,-7,16.0,39,13,0.41025641025641024,lag_periodicity,raw,all_no_trap
A,w00_s004,-7,24.0,64,8,0.375,lag_periodicity,raw,all_no_trap
A,w00_s005,-7,29.0,62,8,0.46774193548387094,lag_periodicity,raw,all_no_trap
A,w01_s000,-7,12.0,15,15,0.8,lag_periodicity,raw,all_no_trap
A,w02_s000,-7,7.0,15,15,0.4666666666666667,lag_periodicity,raw,all_no_trap
A,w02_s001,-7,17.0,28,14,0.6071428571428571,lag_periodicity,raw,all_no_trap
A,w02_s002,-7,15.0,39,13,0.38461538461538464,lag_periodicity,raw,all_no_trap
A,w02_s003,-7,32.0,60,10,0.5333333333333333,lag_periodicity,raw,all_no_trap
A,w03_s001,-7,8.0,13,1,0.6153846153846154,lag_periodicity,raw,all_no_trap
A,w03_s003,-7,9.0,13,1,0.6923076923076923,lag_periodicity,raw,all_no_trap
A,w03_s004,-7,18.0,19,2,0.9473684210526315,lag_periodicity,raw,all_no_trap
A,w03_s005,-7,3.0,19,2,0.15789473684210525,lag_periodicity,raw,all_no_trap
A,w00_s000,-6,32.0,58,6,0.5517241379310345,lag_periodicity,raw,all_no_trap
A,w00_s001,-6,19.0,39,13,0.48717948717948717,lag_periodicity,raw,all_no_trap
A,w00_s002,-6,25.0,64,8,0.390625,lag_periodicity,raw,all_no_trap
A,w00_s003,-6,19.0,39,13,0.48717948717948717,lag_periodicity,raw,all_no_trap
A,w00_s004,-6,21.0,64,8,0.328125,lag_periodicity,raw,all_no_trap
A,w00_s005,-6,29.0,59,8,0.4915254237288136,lag_periodicity,raw,all_no_trap
A,w01_s000,-6,9.0,15,15,0.6,lag_periodicity,raw,all_no_trap
A,w02_s000,-6,4.0,15,15,0.26666666666666666,lag_periodicity,raw,all_no_trap
A,w02_s001,-6,16.0,28,14,0.5714285714285714,lag_periodicity,raw,all_no_trap
A,w02_s002,-6,9.0,39,13,0.23076923076923078,lag_periodicity,raw,all_no_trap
A,w02_s003,-6,27.0,60,10,0.45,lag_periodicity,raw,all_no_trap
A,w03_s001,-6,0.0,9,1,0.0,lag_periodicity,raw,all_no_trap
A,w03_s003,-6,0.0,6,1,0.0,lag_periodicity,raw,all_no_trap
A,w03_s004,-6,11.0,13,2,0.8461538461538461,lag_periodicity,raw,all_no_trap
A,w03_s005,-6,0.0,15,2,0.0,lag_periodicity,raw,all_no_trap
A,w00_s000,-5,19.0,58,6,0.3275862068965517,lag_periodicity,raw,all_no_trap
A,w00_s001,-5,13.0,39,13,0.3333333333333333,lag_periodicity,raw,all_no_trap
A,w00_s002,-5,10.0,64,8,0.15625,lag_periodicity,raw,all_no_trap
A,w00_s003,-5,15.0,39,13,0.38461538461538464,lag_periodicity,raw,all_no_trap
A,w00_s004,-5,16.0,64,8,0.25,lag_periodicity,raw,all_no_trap
A,w00_s005,-5,29.0,59,8,0.4915254237288136,lag_periodicity,raw,all_no_trap
A,w01_s000,-5,8.0,15,15,0.5333333333333333,lag_periodicity,raw,all_no_trap
A,w02_s000,-5,3.0,15,15,0.2,lag_periodicity,raw,all_no_trap
A,w02_s001,-5,14.0,28,14,0.5,lag_periodicity,raw,all_no_trap
A,w02_s002,-5,9.0,39,13,0.23076923076923078,lag_periodicity,raw,all_no_trap
A,w02_s003,-5,28.0,60,10,0.4666666666666667,lag_periodicity,raw,all_no_trap
A,w03_s001,-5,0.0,3,1,0.0,lag_periodicity,raw,all_no_trap
A,w03_s003,-5,0.0,2,1,0.0,lag_periodicity,raw,all_no_trap
A,w03_s004,-5,6.0,8,2,0.75,lag_periodicity,raw,all_no_trap
A,w03_s005,-5,8.0,15,2,0.5333333333333333,lag_periodicity,raw,all_no_trap
A,w00_s000,-4,22.0,57,6,0.38596491228070173,lag_periodicity,raw,all_no_trap
A,w00_s001,-4,27.0,39,13,0.6923076923076923,lag_periodicity,raw,all_no_trap
A,w00_s002,-4,24.0,64,8,0.375,lag_periodicity,raw,all_no_trap
A,w00_s003,-4,24.0,39,13,0.6153846153846154,lag_periodicity,raw,all_no_trap
A,w00_s004,-4,24.0,64,8,0.375,lag_periodicity,raw,all_no_trap
A,w00_s005,-4,41.0,58,8,0.7068965517241379,lag_periodicity,raw,all_no_trap
A,w01_s000,-4,9.0,15,15,0.6,lag_periodicity,raw,all_no_trap
A,w02_s000,-4,3.0,15,15,0.2,lag_periodicity,raw,all_no_trap
A,w02_s001,-4,16.0,28,14,0.5714285714285714,lag_periodicity,raw,all_no_trap
A,w02_s002,-4,16.0,39,13,0.41025641025641024,lag_periodicity,raw,all_no_trap
A,w02_s003,-4,27.0,60,10,0.45,lag_periodicity,raw,all_no_trap
A,w03_s001,-4,1.0,1,1,1.0,lag_periodicity,raw,all_no_trap
A,w03_s004,-4,2.0,4,2,0.5,lag_periodicity,raw,all_no_trap
A,w03_s005,-4,9.0,15,2,0.6,lag_periodicity,raw,all_no_trap
A,w00_s000,-3,34.0,56,6,0.6071428571428571,lag_periodicity,raw,all_no_trap
A,w00_s001,-3,31.0,39,13,0.7948717948717948,lag_periodicity,raw,all_no_trap
A,w00_s002,-3,40.0,64,8,0.625,lag_periodicity,raw,all_no_trap
A,w00_s003,-3,29.0,39,13,0.7435897435897436,lag_periodicity,raw,all_no_trap
A,w00_s004,-3,46.0,64,8,0.71875,lag_periodicity,raw,all_no_trap
A,w00_s005,-3,36.0,57,8,0.631578947368421,lag_periodicity,raw,all_no_trap
A,w01_s000,-3,4.0,15,15,0.26666666666666666,lag_periodicity,raw,all_no_trap
A,w02_s000,-3,1.0,15,15,0.06666666666666667,lag_periodicity,raw,all_no_trap
A,w02_s001,-3,16.0,28,14,0.5714285714285714,lag_periodicity,raw,all_no_trap
A,w02_s002,-3,14.0,39,13,0.358974358974359,lag_periodicity,raw,all_no_trap
A,w02_s003,-3,33.0,59,10,0.559322033898305,lag_periodicity,raw,all_no_trap
A,w03_s001,-3,0.0,1,1,0.0,lag_periodicity,raw,all_no_trap
A,w03_s004,-3,2.0,4,2,0.5,lag_periodicity,raw,all_no_trap
A,w03_s005,-3,9.0,14,1,0.6428571428571429,lag_periodicity,raw,all_no_trap
A,w00_s000,-2,33.0,56,6,0.5892857142857143,lag_periodicity,raw,all_no_trap
A,w00_s001,-2,33.0,39,13,0.8461538461538461,lag_periodicity,raw,all_no_trap
A,w00_s002,-2,40.0,64,8,0.625,lag_periodicity,raw,all_no_trap
A,w00_s003,-2,30.0,39,13,0.7692307692307693,lag_periodicity,raw,all_no_trap
A,w00_s004,-2,46.0,63,8,0.7301587301587301,lag_periodicity,raw,all_no_trap
A,w00_s005,-2,35.0,53,8,0.660377358490566,lag_periodicity,raw,all_no_trap
A,w01_s000,-2,6.0,15,15,0.4,lag_periodicity,raw,all_no_trap
A,w02_s000,-2,6.0,15,15,0.4,lag_periodicity,raw,all_no_trap
A,w02_s001,-2,26.0,28,14,0.9285714285714286,lag_periodicity,raw,all_no_trap
A,w02_s002,-2,29.0,39,13,0.7435897435897436,lag_periodicity,raw,all_no_trap
A,w02_s003,-2,41.0,59,10,0.6949152542372882,lag_periodicity,raw,all_no_trap
A,w03_s001,-2,1.0,1,1,1.0,lag_periodicity,raw,all_no_trap
A,w03_s004,-2,1.0,3,2,0.3333333333333333,lag_periodicity,raw,all_no_trap
A,w03_s005,-2,13.0,14,1,0.9285714285714286,lag_periodicity,raw,all_no_trap
A,w00_s000,-1,40.0,54,6,0.7407407407407407,lag_periodicity,raw,all_no_trap
A,w00_s001,-1,25.0,39,13,0.6410256410256411,lag_periodicity,raw,all_no_trap
A,w00_s002,-1,50.0,64,8,0.78125,lag_periodicity,raw,all_no_trap
A,w00_s003,-1,35.0,38,13,0.9210526315789473,lag_periodicity,raw,all_no_trap
A,w00_s004,-1,46.0,63,8,0.7301587301587301,lag_periodicity,raw,all_no_trap
A,w00_s005,-1,39.0,53,8,0.7358490566037735,lag_periodicity,raw,all_no_trap
A,w01_s000,-1,9.0,15,15,0.6,lag_periodicity,raw,all_no_trap
A,w02_s000,-1,8.0,15,15,0.5333333333333333,lag_periodicity,raw,all_no_trap
A,w02_s001,-1,24.0,27,14,0.8888888888888888,lag_periodicity,raw,all_no_trap
A,w02_s002,-1,35.0,39,13,0.8974358974358975,lag_periodicity,raw,all_no_trap
A,w02_s003,-1,27.0,59,10,0.4576271186440678,lag_periodicity,raw,all_no_trap
A,w03_s004,-1,0.0,3,2,0.0,lag_periodicity,raw,all_no_trap
A,w03_s005,-1,12.0,14,1,0.8571428571428571,lag_periodicity,raw,all_no_trap
A,w00_s000,0,22.0,54,6,0.4074074074074074,lag_periodicity,raw,all_no_trap
A,w00_s001,0,13.0,39,13,0.3333333333333333,lag_periodicity,raw,all_no_trap
A,w00_s002,0,32.0,64,8,0.5,lag_periodicity,raw,all_no_trap
A,w00_s003,0,21.0,38,13,0.5526315789473685,lag_periodicity,raw,all_no_trap
A,w00_s004,0,32.0,63,8,0.5079365079365079,lag_periodicity,raw,all_no_trap
A,w00_s005,0,30.0,53,8,0.5660377358490566,lag_periodicity,raw,all_no_trap
A,w01_s000,0,4.0,15,15,0.26666666666666666,lag_periodicity,raw,all_no_trap
A,w02_s000,0,6.0,15,15,0.4,lag_periodicity,raw,all_no_trap
A,w02_s001,0,22.0,26,14,0.8461538461538461,lag_periodicity,raw,all_no_trap
A,w02_s002,0,33.0,39,13,0.8461538461538461,lag_periodicity,raw,all_no_trap
A,w02_s003,0,15.0,59,10,0.2542372881355932,lag_periodicity,raw,all_no_trap
A,w03_s004,0,0.0,2,2,0.0,lag_periodicity,raw,all_no_trap
A,w03_s005,0,13.0,14,1,0.9285714285714286,lag_periodicity,raw,all_no_trap
A,w00_s000,1,7.0,54,6,0.12962962962962962,lag_periodicity,raw,all_no_trap
