feature,family
state_entropy|front_2_5|denoise_mean|phase_mean,state_confidence
state_entropy|front_2_5|denoise_mean|phase_late,state_confidence
state_entropy|front_2_5|denoise_mean|late_minus_mid,state_confidence
state_entropy|front_2_5|denoise_mean|phase_std,state_confidence
state_entropy|front_2_5|denoise_mean|phase_slope,state_confidence
state_entropy|front_2_5|denoise_mean|query_change,state_confidence
state_entropy|back_12_15|denoise_mean|phase_mean,state_confidence
state_entropy|back_12_15|denoise_mean|phase_late,state_confidence
state_entropy|back_12_15|denoise_mean|late_minus_mid,state_confidence
state_entropy|back_12_15|denoise_mean|phase_std,state_confidence
state_entropy|back_12_15|denoise_mean|phase_slope,state_confidence
state_entropy|back_12_15|denoise_mean|query_change,state_confidence
state_entropy|front_2_5|denoise_std|phase_mean,state_confidence
state_entropy|front_2_5|denoise_std|phase_late,state_confidence
state_entropy|front_2_5|denoise_std|late_minus_mid,state_confidence
state_entropy|front_2_5|denoise_std|phase_std,state_confidence
state_entropy|front_2_5|denoise_std|phase_slope,state_confidence
state_entropy|front_2_5|denoise_std|query_change,state_confidence
state_entropy|back_12_15|denoise_std|phase_mean,state_confidence
state_entropy|back_12_15|denoise_std|phase_late,state_confidence
state_entropy|back_12_15|denoise_std|late_minus_mid,state_confidence
state_entropy|back_12_15|denoise_std|phase_std,state_confidence
state_entropy|back_12_15|denoise_std|phase_slope,state_confidence
state_entropy|back_12_15|denoise_std|query_change,state_confidence
state_entropy|front_2_5|denoise_slope|phase_mean,state_confidence
state_entropy|front_2_5|denoise_slope|phase_late,state_confidence
state_entropy|front_2_5|denoise_slope|late_minus_mid,state_confidence
state_entropy|front_2_5|denoise_slope|phase_std,state_confidence
state_entropy|front_2_5|denoise_slope|phase_slope,state_confidence
state_entropy|front_2_5|denoise_slope|query_change,state_confidence
state_entropy|back_12_15|denoise_slope|phase_mean,state_confidence
state_entropy|back_12_15|denoise_slope|phase_late,state_confidence
state_entropy|back_12_15|denoise_slope|late_minus_mid,state_confidence
state_entropy|back_12_15|denoise_slope|phase_std,state_confidence
state_entropy|back_12_15|denoise_slope|phase_slope,state_confidence
state_entropy|back_12_15|denoise_slope|query_change,state_confidence
action_entropy|front_2_5|denoise_mean|phase_mean,action_confidence
action_entropy|front_2_5|denoise_mean|phase_late,action_confidence
action_entropy|front_2_5|denoise_mean|late_minus_mid,action_confidence
action_entropy|front_2_5|denoise_mean|phase_std,action_confidence
action_entropy|front_2_5|denoise_mean|phase_slope,action_confidence
action_entropy|front_2_5|denoise_mean|query_change,action_confidence
action_entropy|back_12_15|denoise_mean|phase_mean,action_confidence
action_entropy|back_12_15|denoise_mean|phase_late,action_confidence
action_entropy|back_12_15|denoise_mean|late_minus_mid,action_confidence
action_entropy|back_12_15|denoise_mean|phase_std,action_confidence
action_entropy|back_12_15|denoise_mean|phase_slope,action_confidence
action_entropy|back_12_15|denoise_mean|query_change,action_confidence
action_entropy|front_2_5|denoise_std|phase_mean,action_confidence
action_entropy|front_2_5|denoise_std|phase_late,action_confidence
action_entropy|front_2_5|denoise_std|late_minus_mid,action_confidence
action_entropy|front_2_5|denoise_std|phase_std,action_confidence
action_entropy|front_2_5|denoise_std|phase_slope,action_confidence
action_entropy|front_2_5|denoise_std|query_change,action_confidence
action_entropy|back_12_15|denoise_std|phase_mean,action_confidence
action_entropy|back_12_15|denoise_std|phase_late,action_confidence
action_entropy|back_12_15|denoise_std|late_minus_mid,action_confidence
