split,worker,snapshot,snapshot_key,candidate,episode_id,failure,frozen_expert_probability
discovery,0,0,w00_s000,0,100000000,True,0.03055092692375183
discovery,0,0,w00_s000,1,100000001,True,0.030579108744859695
discovery,0,0,w00_s000,2,100000002,True,0.03035648725926876
discovery,0,0,w00_s000,3,100000003,False,0.03118867240846157
discovery,0,0,w00_s000,4,100000004,False,0.030481111258268356
discovery,0,0,w00_s000,5,100000005,True,0.030278097838163376
discovery,0,0,w00_s000,6,100000006,True,0.030198609456419945
discovery,0,0,w00_s000,7,100000007,False,0.03083990141749382
discovery,0,0,w00_s000,8,100000008,False,0.030502017587423325
discovery,0,0,w00_s000,9,100000009,True,0.030624419450759888
discovery,0,0,w00_s000,10,100000010,False,0.03101986274123192
discovery,0,0,w00_s000,11,100000011,True,0.030745934695005417
discovery,0,0,w00_s000,12,100000012,False,0.030971894040703773
discovery,0,0,w00_s000,13,100000013,False,0.031788088381290436
discovery,0,0,w00_s000,14,100000014,True,0.03083556331694126
discovery,0,0,w00_s000,15,100000015,True,0.03114723600447178
discovery,0,1,w00_s001,0,100000100,False,0.030117172747850418
discovery,0,1,w00_s001,1,100000101,False,0.030318552628159523
discovery,0,1,w00_s001,2,100000102,True,0.029770534485578537
discovery,0,1,w00_s001,3,100000103,True,0.030791420489549637
discovery,0,1,w00_s001,4,100000104,True,0.029930520802736282
discovery,0,1,w00_s001,5,100000105,True,0.0305660180747509
discovery,0,1,w00_s001,6,100000106,True,0.03096974454820156
discovery,0,1,w00_s001,7,100000107,False,0.029538685455918312
discovery,0,1,w00_s001,8,100000108,True,0.030597606673836708
discovery,0,1,w00_s001,9,100000109,True,0.03039531037211418
discovery,0,1,w00_s001,10,100000110,True,0.029921770095825195
discovery,0,1,w00_s001,11,100000111,True,0.02998289093375206
discovery,0,1,w00_s001,12,100000112,False,0.030127352103590965
discovery,0,1,w00_s001,13,100000113,True,0.03039909340441227
discovery,0,1,w00_s001,14,100000114,True,0.03041265532374382
discovery,0,1,w00_s001,15,100000115,True,0.030630862340331078
discovery,0,2,w00_s002,0,100000200,True,0.028896277770400047
discovery,0,2,w00_s002,1,100000201,True,0.02928832173347473
discovery,0,2,w00_s002,2,100000202,True,0.02944698929786682
discovery,0,2,w00_s002,3,100000203,False,0.02994740940630436
discovery,0,2,w00_s002,4,100000204,False,0.029220938682556152
discovery,0,2,w00_s002,5,100000205,True,0.029550930485129356
discovery,0,2,w00_s002,6,100000206,True,0.02980021759867668
discovery,0,2,w00_s002,7,100000207,True,0.02978706732392311
discovery,0,2,w00_s002,8,100000208,False,0.029601508751511574
discovery,0,2,w00_s002,9,100000209,True,0.02895168401300907
discovery,0,2,w00_s002,10,100000210,True,0.02901199832558632
discovery,0,2,w00_s002,11,100000211,True,0.029947051778435707
discovery,0,2,w00_s002,12,100000212,True,0.029417645186185837
discovery,0,2,w00_s002,13,100000213,True,0.0288529209792614
discovery,0,2,w00_s002,14,100000214,True,0.03007482923567295
discovery,0,2,w00_s002,15,100000215,True,0.029793912544846535
discovery,1,0,w01_s000,0,200000000,True,0.03087858483195305
discovery,1,0,w01_s000,1,200000001,True,0.030370071530342102
discovery,1,0,w01_s000,2,200000002,True,0.0322083942592144
discovery,1,0,w01_s000,3,200000003,True,0.030990272760391235
discovery,1,0,w01_s000,4,200000004,True,0.03076571226119995
discovery,1,0,w01_s000,5,200000005,True,0.03061988390982151
discovery,1,0,w01_s000,6,200000006,True,0.030090996995568275
discovery,1,0,w01_s000,7,200000007,True,0.031188761815428734
discovery,1,0,w01_s000,8,200000008,True,0.03126607835292816
discovery,1,0,w01_s000,9,200000009,True,0.029990797862410545
discovery,1,0,w01_s000,10,200000010,True,0.031136702746152878
discovery,1,0,w01_s000,11,200000011,True,0.031237253919243813
discovery,1,0,w01_s000,12,200000012,True,0.030044054612517357
discovery,1,0,w01_s000,13,200000013,True,0.031123116612434387
discovery,1,0,w01_s000,14,200000014,True,0.03165053576231003
discovery,1,0,w01_s000,15,200000015,True,0.03120667114853859
discovery,1,1,w01_s001,0,200000100,True,0.030092203989624977
discovery,1,1,w01_s001,1,200000101,True,0.029901016503572464
discovery,1,1,w01_s001,2,200000102,True,0.030408158898353577
discovery,1,1,w01_s001,3,200000103,True,0.029616713523864746
discovery,1,1,w01_s001,4,200000104,True,0.029808634892106056
discovery,1,1,w01_s001,5,200000105,True,0.02918275259435177
discovery,1,1,w01_s001,6,200000106,True,0.03100360557436943
discovery,1,1,w01_s001,7,200000107,True,0.03131614997982979
discovery,1,1,w01_s001,8,200000108,True,0.02982940897345543
discovery,1,1,w01_s001,9,200000109,True,0.030051350593566895
discovery,1,1,w01_s001,10,200000110,True,0.03040214255452156
discovery,1,1,w01_s001,11,200000111,True,0.030297409743070602
discovery,1,1,w01_s001,12,200000112,True,0.03072590008378029
discovery,1,1,w01_s001,13,200000113,True,0.030984967947006226
discovery,1,1,w01_s001,14,200000114,True,0.02964029274880886
discovery,1,1,w01_s001,15,200000115,True,0.030120570212602615
discovery,1,2,w01_s002,0,200000200,True,0.029184123501181602
discovery,1,2,w01_s002,1,200000201,True,0.029708439484238625
discovery,1,2,w01_s002,2,200000202,True,0.0294117983430624
discovery,1,2,w01_s002,3,200000203,True,0.03060847520828247
discovery,1,2,w01_s002,4,200000204,True,0.03004024364054203
discovery,1,2,w01_s002,5,200000205,True,0.03078964725136757
discovery,1,2,w01_s002,6,200000206,True,0.029530519619584084
discovery,1,2,w01_s002,7,200000207,True,0.029859822243452072
discovery,1,2,w01_s002,8,200000208,True,0.02949732542037964
discovery,1,2,w01_s002,9,200000209,True,0.030054623261094093
discovery,1,2,w01_s002,10,200000210,True,0.03055628016591072
discovery,1,2,w01_s002,11,200000211,True,0.03019685111939907
discovery,1,2,w01_s002,12,200000212,True,0.03094099834561348
discovery,1,2,w01_s002,13,200000213,True,0.029455551877617836
discovery,1,2,w01_s002,14,200000214,True,0.030518975108861923
discovery,1,2,w01_s002,15,200000215,True,0.030183713883161545
discovery,2,0,w02_s000,0,300000000,True,0.030336355790495872
discovery,2,0,w02_s000,1,300000001,True,0.03113717772066593
discovery,2,0,w02_s000,2,300000002,True,0.030717289075255394
discovery,2,0,w02_s000,3,300000003,True,0.03145354613661766
discovery,2,0,w02_s000,4,300000004,True,0.03044990822672844
discovery,2,0,w02_s000,5,300000005,True,0.030331706628203392
discovery,2,0,w02_s000,6,300000006,True,0.030974943190813065
discovery,2,0,w02_s000,7,300000007,True,0.030826304107904434
discovery,2,0,w02_s000,8,300000008,True,0.03146188333630562
discovery,2,0,w02_s000,9,300000009,True,0.030100245028734207
discovery,2,0,w02_s000,10,300000010,True,0.029917245730757713
discovery,2,0,w02_s000,11,300000011,True,0.03067842684686184
discovery,2,0,w02_s000,12,300000012,True,0.03082936443388462
discovery,2,0,w02_s000,13,300000013,True,0.030272018164396286
discovery,2,0,w02_s000,14,300000014,True,0.031078528612852097
discovery,2,0,w02_s000,15,300000015,True,0.03092249669134617
discovery,2,1,w02_s001,0,300000100,True,0.030844252556562424
discovery,2,1,w02_s001,1,300000101,True,0.030574094504117966
discovery,2,1,w02_s001,2,300000102,True,0.02981812134385109
discovery,2,1,w02_s001,3,300000103,True,0.03035644069314003
discovery,2,1,w02_s001,4,300000104,False,0.0294661782681942
discovery,2,1,w02_s001,5,300000105,True,0.02943815290927887
discovery,2,1,w02_s001,6,300000106,True,0.030420487746596336
discovery,2,1,w02_s001,7,300000107,True,0.03050556778907776
discovery,2,1,w02_s001,8,300000108,True,0.030221914872527122
discovery,2,1,w02_s001,9,300000109,True,0.030892902985215187
discovery,2,1,w02_s001,10,300000110,True,0.029742127284407616
discovery,2,1,w02_s001,11,300000111,True,0.030781608074903488
discovery,2,1,w02_s001,12,300000112,True,0.03068019077181816
